CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
C10139,9354.06045,1,796.33,796.33,0,13748.47131,0.083333,0.083333,0,0.666667,16,1,13000,10664.65866,2600.875721,0.083333,12,12,TRANSFER,2066467.64,C1223631235,2066467.64,0,C1281019843,0,81209.81,1
C10140,231.108995,1,440,0,440,0,0.916667,0,0.916667,0,0,22,4000,554.116542,185.091037,0,12,12,CASH_OUT,2066467.64,C684252268,2066467.64,0,C2027569559,194510.24,3098566.67,1
C10141,1562.633343,1,1330.62,1169.63,160.99,0,0.5,0.166667,0.25,0,0,8,2000,1020.783647,709.610053,0,12,12,CASH_OUT,149668.66,C227115333,0,0,C460735540,44170.11,193838.76,1
C10142,2494.868559,1,5491.79,1390.5,4101.29,0,1,0.5,1,0,0,52,17000,1015.311953,615.92402,0,12,12,TRANSFER,2007,C439464764,2007,0,C562360384,0,0,1
C10143,706.132889,1,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3,18,1200,972.358048,184.524376,0,12,12,CASH_OUT,2007,C1331829443,2007,0,C127509847,129917.8,250910.76,1
C10144,19043.13856,1,22009.92,9449.07,12560.85,0,1,0.75,1,0,0,216,18000,23018.57583,18621.01331,0,12,12,CASH_OUT,222048.71,C265790428,0,0,C1700442291,2979,225027.71,1
C10145,2235.103331,1,720.6,720.6,0,723.308724,1,1,0,0.083333,1,12,2500,1061.292471,689.118919,0,12,12,TRANSFER,8677,C288028999,8677,0,C184294001,0,0,1
C10146,947.13081,1,197.06,148.66,48.4,0,0.333333,0.25,0.166667,0,0,5,1000,492.200419,509.384182,0,12,12,CASH_OUT,8677,C343345083,8677,0,C200064275,225127.62,233804.62,1
C10147,764.042156,0.818182,0,0,0,1307.102516,0,0,0,0.166667,3,0,7500,1566.806897,172.959728,0,12,13,TRANSFER,408,C2021466585,408,0,C1864486913,0,226013.18,1
C10148,5347.814547,1,0,0,0,4002.353384,0,0,0,0.5,9,0,7000,0,,0,12,13,CASH_OUT,408,C1894004688,408,0,C1293978242,898297.85,1075854.14,1
C10149,10598.46777,1,2084.48,1300.48,784,0,0.666667,0.416667,0.583333,0,0,13,21500,3219.621433,3068.125648,0,12,13,TRANSFER,48375.02,C920803432,48375.02,0,C1767389067,0,0,1
C10150,2163.678757,1,5779.36,3436.53,2342.83,0,1,1,1,0,0,97,6500,4416.41268,546.439139,0,12,13,CASH_OUT,48375.02,C1894578299,48375.02,0,C590035788,374803.26,658520.33,1
C10151,3057.400553,1,1025,1025,0,0,0.083333,0.083333,0,0,0,2,7500,698.854095,819.682666,0,12,13,TRANSFER,4022667.54,C735463888,4022667.54,0,C1548348754,0,0,1
C10152,19.354559,0.909091,689.7,0,689.7,0,0.833333,0,0.833333,0,0,10,10000,746.691026,,0,12,13,CASH_OUT,4022667.54,C79951219,4022667.54,0,C1499489682,80136.56,4057191.21,1
C10153,264.811595,1,28.65,28.65,0,384.26178,0.083333,0.083333,0,0.083333,1,1,9000,1235.630069,194.324456,0.083333,12,13,CASH_OUT,454859.39,C1274887619,0,0,C2146670328,0,454859.39,1
C10154,1108.22253,0.909091,944.96,164.96,780,0,0.5,0.25,0.416667,0,0,9,1500,1955.198953,992.652486,0,12,13,TRANSFER,1161495.82,C1864459372,1161495.82,0,C537531657,0,0,1
C10155,906.573724,1,1039.2,80,959.2,103.102091,0.833333,0.083333,0.833333,0.083333,1,11,13500,1855.235407,468.196732,0.083333,12,13,CASH_OUT,1161495.82,C165094398,1161495.82,0,C1966002811,319036.02,1565123.81,1
C10156,7679.62904,1,4059.93,0,4059.93,555.469352,0.583333,0,0.5,0.166667,7,14,7000,3685.61062,12854.9397,0,12,13,TRANSFER,2686564.04,C364029634,2686564.04,0,C2041291172,0,0,1
C10157,1523.911458,1,4075.37,3322.28,753.09,0,1,1,1,0,0,31,6500,2254.26002,329.29648,0,12,13,CASH_OUT,2686564.04,C901331326,2686564.04,0,C1662761228,438199.37,3124763.41,1
C10158,49.206256,1,870.24,0,870.24,0,1,0,1,0,0,24,8000,835.839952,193.011166,1,12,13,TRANSFER,6188514.81,C135832352,6188514.81,0,C2009346140,0,0,1
C10159,13673.07961,1,9792.23,3959.81,5832.42,2444.445738,1,0.75,1,0.75,26,216,20000,11717.30794,6042.391629,0,12,13,CASH_OUT,6188514.81,C686187434,6188514.81,0,C1562904239,381607.21,6424681.56,1
C10160,106.455975,0.636364,2463.12,789.53,1673.59,0,1,0.5,1,0,0,46,4000,2573.722764,95.342224,0.636364,12,13,TRANSFER,123194.95,C2143112877,79466.45,0,C1755380031,535933.16,263908.84,1
C10161,119.760904,0.363636,1859.34,0,1859.34,0,0.333333,0,0.25,0,0,4,20000,3104.275623,288.903628,0.25,12,14,TRANSFER,2093951.47,C1374377088,2093951.47,0,C207611232,0,0,1
C10162,5837.105453,1,3488.49,3262.25,226.24,3303.1523,1,1,0.5,0.75,15,46,7900,0,,0,12,14,CASH_OUT,2093951.47,C1440901488,2093951.47,0,C166839225,0,2093951.47,1
C10163,1734.510004,1,0,0,0,66.275851,0,0,0,0.166667,2,0,1800,363.474455,2827.997525,0,12,14,TRANSFER,143032,C1960144830,143032,0,C801162238,0,0,1
C10164,2765.748281,1,7283.31,5087.31,2196,0,1,1,0.666667,0,0,77,11000,14373.3929,1058.128452,0.25,12,14,CASH_OUT,143032,C465166521,143032,0,C487776685,814654.61,1020323.73,1
C10165,1046.37041,1,295,295,0,93.579809,0.083333,0.083333,0,0.083333,1,2,1200,439.407082,362.838185,0,12,14,TRANSFER,2927005.15,C2081788795,2927005.15,0,C2138456206,0,0,1
C10166,2737.367678,1,0,0,0,429.691164,0,0,0,0.416667,5,0,3000,778.827993,721.798576,0,12,14,CASH_OUT,2927005.15,C2010427735,2927005.15,0,C1887744176,0,2994420.07,1
C10167,4014.818167,1,0,0,0,988.356213,0,0,0,0.083333,1,0,8500,1009.185035,1177.149934,0,12,14,TRANSFER,1832319.42,C439830884,1832319.42,0,C1133002328,0,0,1
C10168,871.568977,1,648.22,115,533.22,0,1,0.083333,1,0,0,27,1200,1110.886425,208.298424,0,12,14,CASH_OUT,1832319.42,C803703656,1832319.42,0,C858007309,43962.42,2440139.69,1
C10169,1610.040203,1,557.19,525.64,31.55,0,0.25,0.083333,0.166667,0,0,5,4000,422.711848,616.005839,0,12,14,TRANSFER,1561891.66,C736093511,1561891.66,0,C1224081716,0,0,1
C10170,114.593817,1,469.98,0,469.98,0,1,0,0.833333,0,0,6,1000,367.109312,86.102479,0.5,6,14,CASH_OUT,1561891.66,C15204463,1561891.66,0,C1255502452,3471928.95,6443177.56,1
C10171,5800.587339,1,0,0,0,369.950794,0,0,0,0.083333,1,0,6500,1346.365584,1972.526015,0,12,14,TRANSFER,65488.05,C236875489,65488.05,0,C528705657,0,0,1
C10172,823.103926,0.363636,131.64,0,131.64,0,1,0,1,0,0,12,8000,2916.071564,243.199498,0,12,14,CASH_OUT,65488.05,C1137669976,65488.05,0,C1526507740,0,65488.05,1
C10173,595.677343,1,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1,42,15000,4756.654374,241.894073,0.916667,12,15,TRANSFER,696763.08,C968403759,696763.08,0,C1524019269,0,69861.26,1
C10174,1128.124563,1,924.6,0,924.6,0,1,0,1,0,0,12,1000,1202.711782,1747.037345,0,12,15,CASH_OUT,696763.08,C725915377,696763.08,0,C1656726101,366114.58,1347073.81,1
C10175,349.441102,1,1975.4,1393.5,581.9,0,0.666667,0.416667,0.333333,0,0,17,4000,1795.012223,167.219681,0,12,15,TRANSFER,119,C1995557473,119,0,C1480876722,0,0,1
C10176,840.804076,0.666667,0,0,0,3671.777443,0,0,0,0.222222,5,0,4000,3621.266477,193.171404,0,9,15,CASH_OUT,119,C1584512618,119,0,C2102058838,4844060.13,4844179.13,1
C10177,975.942008,1,10221.35,7141.38,3079.97,1620.685551,1,1,0.833333,0.583333,18,130,10500,10693.49585,347.641073,0.75,12,15,TRANSFER,128473.62,C1012580160,128473.62,0,C540657255,0,0,1
C10178,23.111088,0.363636,300,0,300,0,0.25,0,0.166667,0,0,3,12500,291.948834,43.452683,0.181818,12,15,CASH_OUT,128473.62,C905234452,128473.62,0,C786510892,0,128473.62,1
C10179,2187.732265,0.857143,0,0,0,3905.326256,0,0,0,0.285714,9,0,3000,1423.788603,461.365626,0.2,7,15,TRANSFER,248056.41,C1474711983,248056.41,0,C1009564356,0,0,1
C10180,11972.01104,1,5715,4685.54,1029.46,1626.351366,1,1,1,0.166667,3,90,14000,4639.513745,3192.306018,0,12,15,CASH_OUT,248056.41,C1055229266,248056.41,0,C1689170857,0,201427.47,1
C10181,1608.451822,1,0,0,0,205.737165,0,0,0,0.166667,2,0,1800,470.565984,408.799147,0,12,15,TRANSFER,164500.81,C1761347420,164500.81,0,C383804904,0,0,1
C10182,1872.926275,1,766.61,766.61,0,1017.120578,0.833333,0.833333,0,0.25,5,12,2300,0,,0,12,15,CASH_OUT,164500.81,C1689700172,164500.81,0,C149696600,685636.21,850137.02,1
C10183,2933.240476,1,0,0,0,2040.433925,0,0,0,0.583333,13,0,3000,2431.578544,1739.74883,0,12,15,TRANSFER,212089.74,C378910639,212089.74,0,C1881567873,0,0,1
C10184,336.799916,1,3535.8,1614.7,1921.1,0,1,0.416667,0.916667,0,0,44,20000,2814.231227,186.230835,1,12,15,CASH_OUT,212089.74,C1970843703,212089.74,0,C597280894,257758.48,469848.23,1
C10185,36.236312,0.454545,256.11,0,256.11,0,0.416667,0,0.416667,0,0,5,5300,831.375322,189.036967,0.166667,12,15,CASH_OUT,95428.32,C947728507,0,0,C1720721903,0,95428.32,1
C10186,903.29781,1,2697.48,150.5,2546.98,0,1,0.333333,1,0,0,39,2500,1686.196344,303.361632,0,12,15,CASH_OUT,39713.28,C1404885898,0,0,C1795377601,1274866.51,1314579.79,1
C10187,0,0,23,0,23,0,0.083333,0,0.083333,0,0,1,5000,0,,0,12,15,TRANSFER,170,C553034695,170,0,C26381896,0,0,1
C10188,2881.253586,1,117,0,117,17661.49486,0.25,0,0.166667,0.75,28,3,4500,17301.83238,931.618475,0.166667,12,15,CASH_OUT,170,C1065370362,170,0,C200064275,413421.36,345764.15,1
C10189,5.465999,0.090909,196.81,173,23.81,0,0.083333,0.083333,0.083333,0,0,3,12000,0,,0,12,15,TRANSFER,747282.4,C1695793096,747282.4,0,C849010584,0,0,1
C10190,117.442684,1,653.73,493,160.73,0,0.666667,0.416667,0.416667,0,0,15,10000,441.588141,136.827952,0,12,15,CASH_OUT,747282.4,C842684426,747282.4,0,C2025644484,5340917.82,6088200.22,1
C10191,168.522709,0.818182,2009.05,0,2009.05,0,0.833333,0,0.75,0,0,22,1200,2612.760497,197.638558,0.142857,12,15,TRANSFER,59385.67,C1275373422,59385.67,0,C1704707395,0,0,1
C10192,1706.014379,1,147.78,0,147.78,1657.090283,0.166667,0,0.166667,0.25,4,2,6000,1186.062765,374.595505,0,12,15,CASH_OUT,59385.67,C1765315298,59385.67,0,C721356209,74371,133756.67,1
C10193,874.583247,1,516.54,159.07,357.47,0,1,0.333333,0.916667,0,0,30,900,579.749308,693.894717,0,12,16,TRANSFER,2198224.71,C752563135,2198224.71,0,C247007952,0,0,1
C10194,861.001207,1,969.56,969.56,0,446.233197,0.416667,0.416667,0,0.083333,1,6,2400,0,,0,12,16,CASH_OUT,2198224.71,C705981026,2198224.71,0,C697783649,0,2198224.71,1
C10196,966.251742,1,311.45,311.45,0,955.959749,0.333333,0.333333,0,0.083333,1,15,1500,277.522439,286.299328,0,12,16,TRANSFER,828720.89,C1422357582,828720.89,0,C366986030,0,0,1
C10197,38.615644,0.727273,280.4,280.4,0,0,0.25,0.25,0,0,0,3,6150,254.392984,55.79974,0.090909,12,16,CASH_OUT,828720.89,C1002446735,828720.89,0,C185805228,9142622.59,1.02E+07,1
C10198,189.687964,1,66.14,66.14,0,0,0.083333,0.083333,0,0,0,2,6000,0,,0,12,16,TRANSFER,2701905.3,C494334546,2701905.3,0,C428725863,0,0,1
C10199,40.417255,0.363636,79.2,79.2,0,1631.576375,0.083333,0.083333,0,0.083333,1,1,4000,1647.880773,24.815878,0.083333,12,16,CASH_OUT,2701905.3,C2140905252,2701905.3,0,C970796050,57418,2759323.3,1
C10200,5462.897068,1,1453.32,0,1453.32,0,0.5,0,0.5,0,0,18,16500,1382.269127,1755.253802,0,12,16,TRANSFER,31074,C457962127,31074,0,C614104997,0,0,1
C10201,3983.923705,1,756.54,756.54,0,0,0.5,0.5,0,0,0,15,4000,1110.870941,1431.201171,0,12,16,CASH_OUT,31074,C2073757635,31074,0,C1899325653,0,31074,1
C10202,5588.846272,1,3507.35,603.75,2903.6,0,0.916667,0.166667,0.833333,0,0,34,11500,1412.597253,1825.176503,0,12,16,TRANSFER,121626.82,C185016231,121626.82,0,C1409959,0,0,1
C10203,281.170378,0.818182,3163.69,56.8,3106.89,0,0.75,0.083333,0.666667,0,0,36,8000,2422.911622,187.046284,0.888889,12,16,CASH_OUT,121626.82,C828364266,121626.82,0,C101179743,653744.34,775371.16,1
C10204,130.251538,0.909091,1343.19,1082.79,260.4,0,1,1,0.583333,0,0,33,15000,1043.55929,182.429461,0.545455,12,17,TRANSFER,1639676.27,C15998296,1639676.27,0,C1652158314,0,0,1
C10205,1973.814964,1,873,873,0,0,0.166667,0.166667,0,0,0,5,8000,541.722532,762.682834,0,12,17,CASH_OUT,1639676.27,C967691562,1639676.27,0,C2093967426,448954.92,2198318.48,1
C10206,5698.539876,1,47.55,0,47.55,2039.52804,0.166667,0,0.166667,0.75,14,2,6000,2976.579866,3463.174962,0,12,17,TRANSFER,305627,C1711670940,305627,0,C385061535,0,0,1
C10207,43.103899,0.454545,370,370,0,0,0.166667,0.166667,0,0,0,2,23000,1212.054219,68.725483,0,12,17,CASH_OUT,305627,C1600031018,305627,0,C1971951800,7699847.16,8005474.16,1
C10208,566.546048,0.909091,405.75,313.75,92,1044.651618,0.5,0.166667,0.416667,0.333333,6,12,2000,1249.835142,313.052687,0,12,17,TRANSFER,195351.76,C1420261366,195351.76,0,C639808302,0,0,1
C10209,24.527253,0.909091,261.64,0,261.64,0,0.833333,0,0.833333,0,0,10,4000,376.758504,169.78292,0.818182,12,17,CASH_OUT,195351.76,C268542581,195351.76,0,C504693752,156408.25,265841,1
C10211,8350.145568,1,1989.28,842.8,1146.48,893.757903,0.333333,0.166667,0.166667,0.083333,2,8,14000,4720.900413,2557.044576,0,12,17,CASH_OUT,42062.82,C897869440,340830.43,298767.61,C616721459,398931.35,678419.64,1
C10212,4559.779234,1,10848.5,8208,2640.5,0,1,0.666667,1,0,0,123,7500,9423.715495,2925.275522,0,12,18,TRANSFER,295664.18,C1726326177,295664.18,0,C1540448785,0,0,1
C10213,2.67713,0.090909,43.39,0,43.39,0,0.083333,0,0.083333,0,0,1,4000,130.107234,29.700051,0.090909,12,18,CASH_OUT,295664.18,C1446413189,295664.18,0,C185805228,1.02E+07,1.05E+07,1
C10214,1570.682346,1,645.32,645.32,0,1665.331678,0.166667,0.166667,0,0.416667,9,2,1800,2591.391006,808.217224,0,12,18,TRANSFER,307739.18,C1066119351,307739.18,0,C702410034,0,0,1
C10215,7201.736985,1,987.1,862.1,125,5468.620604,0.333333,0.333333,0.083333,0.25,16,9,10500,1941.541158,2391.987571,0,12,18,CASH_OUT,307739.18,C281912643,307739.18,0,C1264205758,25326,838246.41,1
C10216,6467.885013,1,1464.14,978.71,485.43,3947.86784,0.833333,0.583333,0.666667,0.416667,10,23,11500,1658.563509,1887.413517,0,12,18,CASH_OUT,314251.58,C1462280812,75956.47,0,C90486891,7962205.25,8276456.84,1
C10217,64.080909,0.454545,927,600,327,0,0.25,0.083333,0.166667,0,0,4,5000,1260.16384,59.04439,0.222222,12,18,TRANSFER,1102133.9,C590103740,1102133.9,0,C1610372134,0,746575.95,1
C10218,5635.860679,1,393.62,153.72,239.9,5933.467329,0.916667,0.916667,0.166667,0.75,24,15,10000,1919.630466,1731.549385,0,12,18,CASH_OUT,1102133.9,C1213142549,1102133.9,0,C1880832297,306228.56,1408362.45,1
C10219,3670.50596,1,965.5,876.13,89.37,0,0.5,0.5,0.083333,0,0,9,7500,1034.932404,941.496383,0,12,18,TRANSFER,1144089.37,C1218322192,1144089.37,0,C1107369132,0,0,1
C10220,2458.376257,0.818182,0,0,0,102.275984,0,0,0,0.083333,1,0,7500,4543.63481,647.20869,0,12,18,CASH_OUT,1144089.37,C1542410200,1144089.37,0,C183389809,2502877.26,3879210.29,1
C10221,768.004936,1,336.41,336.41,0,0,0.75,0.75,0,0,0,9,6000,947.696134,217.027653,0,12,18,TRANSFER,1974352.3,C745648946,1974352.3,0,C1091334879,0,0,1
C10222,75.647479,0.727273,540,0,540,0,0.25,0,0.166667,0,0,3,4000,548.967281,48.659935,0,12,18,CASH_OUT,1974352.3,C365968372,1974352.3,0,C579837876,15531.71,1989884.01,1
C10223,2.433254,0.181818,36,0,36,0,0.166667,0,0.083333,0,0,2,7500,0,,0,12,18,TRANSFER,11481,C370107492,11481,0,C1680789799,0,263492.28,1
C10224,1121.730896,1,878.52,103.1,775.42,197.648111,1,0.166667,0.916667,0.083333,1,39,1500,542.836917,471.496776,0,12,18,CASH_OUT,11481,C779194867,11481,0,C1475456951,761417.61,1765080.5,1
C10226,7.56809,0.545455,144.26,67.08,77.18,0,0.333333,0.083333,0.166667,0,0,7,11500,134.710832,75.515008,0.111111,12,18,CASH_OUT,508782.2,C576782065,0,0,C2090737806,1082007.65,1590789.85,1
C10227,2053.441598,1,493.85,441.35,52.5,1738.33378,0.5,0.333333,0.25,0.833333,16,10,2000,2795.059574,2661.324808,0,12,18,TRANSFER,9131,C1592623877,9131,0,C87183368,0,0,1
C10228,2422.311938,1,4490.69,3456.25,1034.44,188.783221,1,0.916667,1,0.083333,1,52,8500,5763.666926,582.589765,0,12,18,CASH_OUT,9131,C895161073,9131,0,C1762082057,133084.02,142215.02,1
C10229,9047.621884,1,11188.62,6099.16,5089.46,0,1,0.75,1,0,0,151,10000,11994.41815,8517.258683,0,12,19,TRANSFER,143660.11,C1156611770,143660.11,0,C742977582,0,0,1
C10230,3061.213971,1,1829.2,1792.7,36.5,0,1,1,0.083333,0,0,17,7000,971.234118,985.954762,0,12,19,CASH_OUT,143660.11,C681501417,143660.11,0,C447183071,0,143660.11,1
C10231,41.642389,0.857143,75.99,75.99,0,0,0.142857,0.142857,0,0,0,1,2700,69.163384,99.401747,0,7,19,TRANSFER,3477438.49,C767243506,3477438.49,0,C1532877354,0,0,1
C10232,5431.622968,1,1824.16,1598.56,225.6,0,1,0.916667,0.75,0,0,23,14500,1508.016452,1370.519926,0,12,19,CASH_OUT,3477438.49,C841995363,3477438.49,0,C1314676285,0,3477438.49,1
C10233,6571.484039,1,9325.22,9325.22,0,0,0.333333,0.333333,0,0,0,5,8500,11036.72668,1824.680131,0,12,19,CASH_OUT,122101.57,C149845822,0,0,C1200316948,0,639940.2,1
C10234,28.461629,1,100,100,0,0,0.083333,0.083333,0,0,0,1,4000,125.769169,104.857518,0,12,19,TRANSFER,161939.36,C263177591,161939.36,0,C94435408,0,0,1
C10235,4178.625215,1,1431.89,430.69,1001.2,0,1,0.416667,0.833333,0,0,39,4000,2384.542045,3868.70983,0,12,19,CASH_OUT,161939.36,C1993475473,161939.36,0,C1832323051,628935.02,851972.34,1
C10236,3019.019487,1,2260.41,1356.33,904.08,0,0.833333,0.416667,0.75,0,0,25,8500,2187.930651,739.224894,0,12,19,TRANSFER,1.00E+07,C416779475,1.19E+07,1861008.32,C380259496,0,0,1
C10237,1.045584,0.333333,0,0,0,466.643895,0,0,0,0.111111,1,0,1200,1068.581252,25.537,0.5,9,19,CASH_OUT,1.00E+07,C2050703310,1.00E+07,0,C1622860679,504326.62,1.03E+07,1
C10238,2723.369217,0.909091,10410.49,1158.84,9251.65,0,0.75,0.666667,0.583333,0,0,41,19500,9695.650901,726.696049,0.363636,12,19,TRANSFER,1861008.32,C1990303942,1861008.32,0,C1308678191,0,0,1
C10239,1070.999446,1,990.7,482,508.7,0,0.75,0.25,0.583333,0,0,13,1400,505.317328,438.324017,0,12,19,CASH_OUT,1861008.32,C1718961034,1861008.32,0,C714051433,0,1789942.62,1
C10240,279.608696,1,3034.92,0,3034.92,0,1,0,1,0,0,12,2900,2928.909865,2733.317012,0.083333,12,20,TRANSFER,16614.82,C2080146129,16614.82,0,C748889213,0,0,1
C10241,1255.901821,1,1038.81,1038.81,0,1092.634704,0.916667,0.916667,0,0.083333,1,21,5700,1215.454299,422.331098,0,12,20,CASH_OUT,16614.82,C530844914,16614.82,0,C1614121155,904409.29,921024.11,1
C10242,2229.857287,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,2500,542.7463,628.211031,0,12,20,TRANSFER,448025.06,C1976637754,448025.06,0,C4020115,0,0,1
C10243,2363.489077,1,2641.98,1386.3,1255.68,263.884743,0.833333,0.666667,0.75,0.083333,1,41,3000,1839.928884,1075.456585,0,12,20,CASH_OUT,448025.06,C348303891,448025.06,0,C1432596631,71679.93,519704.99,1
C10244,4014.388265,1,1189.52,1189.52,0,0,1,1,0,0,0,12,8000,0,,0,12,21,TRANSFER,785323,C1204079316,785323,0,C637091706,0,0,1
C10245,7623.224897,1,300,0,300,2800.728343,0.5,0,0.416667,0.25,3,6,12000,1975.974183,1774.584333,0,12,21,CASH_OUT,785323,C1794798581,785323,0,C801984124,803839.25,1720783.92,1
C10246,3421.571922,1,126.69,42.88,83.81,154.341344,0.333333,0.083333,0.25,0.083333,1,5,10500,2515.435738,975.504012,0,12,21,TRANSFER,158299.34,C278180302,158299.34,0,C1551346623,0,0,1
C10247,48.898611,0.545455,247.09,0,247.09,182.357669,0.5,0,0.416667,0.166667,3,7,5500,409.594792,69.921472,0,12,21,CASH_OUT,158299.34,C179332971,158299.34,0,C631110333,36152.54,271369.74,1
C10248,1874.716289,1,301.1,83,218.1,0,0.583333,0.166667,0.333333,0,0,10,1950,586.974046,1089.040271,0,12,21,CASH_OUT,23292.3,C1861214292,0,0,C1834461593,392364.62,415656.92,1
C10249,3215.511032,0.818182,1112.2,1112.2,0,7616.064965,0.25,0.25,0,0.25,4,4,7200,0,,0,12,22,TRANSFER,346704.55,C1332180070,346704.55,0,C2027621451,0,0,1
C10250,237.235398,0.636364,2410.07,1670.5,739.57,0,0.5,0.083333,0.333333,0,0,15,4000,3773.727455,169.879335,1,12,22,CASH_OUT,346704.55,C54851371,346704.55,0,C943084296,513994.79,860699.34,1
C10251,1272.927288,1,5350.19,4783.34,566.85,0,1,1,0.916667,0,0,101,8000,5825.602115,318.305326,0.166667,12,22,TRANSFER,461509.86,C1765744035,461509.86,0,C788887602,0,0,1
C10252,558.476701,1,630.03,630.03,0,0,0.090909,0.090909,0,0,0,1,5500,426.092563,213.369694,0,11,22,CASH_OUT,461509.86,C2141057802,461509.86,0,C802885021,302583.81,764093.67,1
C10253,2814.207626,1,3197.24,2080.02,1117.22,0,1,0.666667,1,0,0,49,3000,3574.480603,1328.897516,0,12,22,TRANSFER,37100.29,C362085592,37100.29,0,C1652057111,0,0,1
C10254,8.061012,0.363636,133,0,133,0,0.25,0,0.166667,0,0,3,3000,130.61272,41.436595,0.181818,12,22,CASH_OUT,37100.29,C142707413,37100.29,0,C63948986,433212.41,470312.7,1
C10255,435.862142,1,1646.16,1023.42,622.74,0,1,0.583333,0.75,0,0,33,12000,1055.835407,236.619362,0,12,22,TRANSFER,235512.2,C480136801,235512.2,0,C160106315,0,0,1
C10256,6.390383,1,79.66,0,79.66,0,1,0,1,0,0,12,1500,75.896288,75.967742,0,12,22,CASH_OUT,235512.2,C1956707614,235512.2,0,C1481851679,8490637.21,9272647.09,1
C10257,9612.21512,1,319.92,0,319.92,13439.5704,1,0,1,0.416667,12,12,12000,10993.89211,2501.560923,0,12,22,TRANSFER,2068118.36,C1472367087,2068118.36,0,C52390890,0,0,1
C10258,7938.559134,1,3677.52,3543.73,133.79,0,1,1,0.5,0,0,98,12500,2657.856602,1912.298544,0,12,22,CASH_OUT,2068118.36,C1672125863,2068118.36,0,C559485820,3054285.45,5122403.81,1
C10259,2344.478291,1,1041.63,1041.63,0,4003.968939,0.25,0.25,0,0.333333,6,14,4000,3033.665478,716.70488,0,12,22,TRANSFER,74804.24,C1239771149,74804.24,0,C1699565892,0,0,1
C10260,996.48222,1,675.96,0,675.96,0,1,0,1,0,0,12,1000,1851.602411,1382.292833,0.083333,12,22,CASH_OUT,74804.24,C1683055902,74804.24,0,C313857348,0,74804.24,1
C10261,19.508047,1,193.14,0,193.14,0,0.416667,0,0.416667,0,0,5,2000,220.46377,71.965063,0.25,12,22,TRANSFER,489767.32,C869780206,489767.32,0,C926230389,0,0,1
C10262,185.640313,1,1703.23,1703.23,0,0,1,1,0,0,0,13,11500,1449.039414,183.298253,1,12,22,CASH_OUT,489767.32,C480109552,489767.32,0,C720599914,0,489767.32,1
C10263,5335.302925,1,0,0,0,468.958688,0,0,0,0.166667,2,0,6000,1350.318606,1249.937085,0,12,22,TRANSFER,379878,C336424141,379878,0,C404961694,0,0,1
C10265,22.189283,0.363636,234.16,0,234.16,0,0.363636,0,0.272727,0,0,4,1500,479.910499,149.977816,0.5,11,22,CASH_OUT,379878,C1495269307,379878,0,C475345362,1301414.19,1681292.19,1
C10266,5.871769,0.818182,29.68,29.68,0,0,0.083333,0.083333,0,0,0,1,10000,76.943584,75.595199,0,12,22,CASH_OUT,89571.46,C1022920965,4505.6,0,C1460548505,1929428.01,2018999.47,1
C10267,1049.496471,1,1322.67,1096.71,225.96,774.260436,0.833333,0.75,0.416667,0.25,6,28,11000,802.38543,229.655091,0,12,22,TRANSFER,1258956.71,C1209224134,1258956.71,0,C314012937,0,0,1
C10269,5570.190127,1,1607.88,0,1607.88,0,1,0,1,0,0,84,13500,1583.411686,2216.638394,0,12,22,CASH_OUT,1258956.71,C673988903,1258956.71,0,C833477645,4736010.72,5994967.43,1
C10270,1668.591831,1,0,0,0,1716.941235,0,0,0,0.166667,5,0,1800,2166.981163,568.063083,0.083333,12,22,TRANSFER,77773.14,C834571675,77773.14,0,C312865842,0,0,1
C10271,2224.590946,0.818182,3183,3183,0,0,0.166667,0.166667,0,0,0,2,9000,3823.346244,629.080506,0,12,22,CASH_OUT,77773.14,C598573300,77773.14,0,C2060664104,1853403.61,1931176.75,1
C10272,2903.781184,1,3014.23,1340.34,1673.89,103.610197,1,0.833333,1,0.083333,1,93,4500,1350.370286,655.633916,0,12,22,TRANSFER,239646.72,C1977304181,239646.72,0,C1053513851,0,0,1
C10273,2041.480046,1,7323.38,4944.88,2378.5,191.331735,1,0.833333,0.75,0.083333,1,81,3000,3792.095079,1737.893866,0.083333,12,22,CASH_OUT,239646.72,C663158205,239646.72,0,C1104558647,2208970.26,2448616.98,1
C10274,7755.698607,1,8533.54,4072.76,4460.78,7540.30735,1,0.5,0.833333,0.5,12,72,10000,4758.209146,7256.951816,0,6,23,TRANSFER,146127.1,C1866778945,146127.1,0,C225469649,0,0,1
